retweet_count,mention_count,follower_count,verified,tweet_length,username_length,hashtag_count,has_hashtag,account_age_days
32,0,4260,0,47,7,5,1,1163
13,1,7617,1,51,8,3,1,917
58,4,6624,1,73,8,2,1,714
28,0,1543,1,58,7,3,1,806
60,4,8542,1,87,16,5,1,36
10,5,6119,1,80,14,1,1,680
12,1,5223,0,74,11,0,0,144
0,2,5334,1,90,10,4,1,142
9,5,1923,0,92,11,0,0,1134
10,5,4323,1,60,8,4,1,1151
81,5,9405,1,63,7,1,1,857
25,2,2486,0,93,14,2,1,1235
11,5,8199,1,82,6,2,1,23
44,2,9641,0,67,9,3,1,14
36,5,8900,0,40,10,4,1,772
23,1,2088,1,56,12,1,1,1226
94,2,9579,0,62,7,5,1,665
26,1,5986,0,41,14,4,1,879
37,4,378,1,76,8,4,1,603
43,1,3194,1,69,7,5,1,569
99,1,3023,0,69,8,2,1,13
65,3,739,0,46,12,4,1,959
91,0,3673,0,73,15,5,1,829
52,3,875,1,70,5,1,1,193
90,3,1408,0,71,18,5,1,291
72,5,940,0,59,11,2,1,706
76,4,817,1,69,13,5,1,167
79,4,8868,0,61,5,0,0,371
49,5,3132,1,73,10,0,0,417
43,0,5037,1,67,14,1,1,1125
83,4,3579,1,31,17,1,1,849
16,4,8471,0,80,8,5,1,521
20,0,4256,1,49,14,4,1,287
32,1,5406,1,93,8,3,1,335
43,3,7554,1,73,8,5,1,625
71,0,2043,0,51,7,5,1,681
73,1,3282,1,62,15,5,1,585
96,1,494,1,36,10,1,1,629
53,0,3699,1,81,7,4,1,563
72,0,5925,1,78,5,0,0,334
74,0,2593,0,60,6,5,1,3
72,1,384,1,52,13,2,1,474
11,0,3468,1,73,7,0,0,143
97,1,9846,1,54,6,2,1,181
100,3,5680,1,67,11,3,1,1002
43,0,8199,0,43,8,1,1,235
2,4,2985,0,30,13,0,0,318
39,0,5484,0,68,14,4,1,691
26,4,1046,1,39,12,3,1,123
89,5,258,1,80,8,4,1,827
59,2,1087,0,93,10,5,1,509
92,5,9186,0,51,15,4,1,1015
3,1,9588,1,66,7,1,1,178
45,1,2586,0,40,7,5,1,1138
18,0,3060,1,33,14,5,1,1006
71,4,6,0,57,10,3,1,636
43,4,7888,0,58,16,1,1,30
37,4,7350,0,31,7,4,1,1144
24,1,5364,1,62,7,0,0,1168
56,3,3096,1,59,10,4,1,1099
47,3,4655,0,79,13,3,1,652
49,5,3583,0,69,6,0,0,952
14,5,2881,0,49,7,4,1,128
48,4,5274,1,95,7,5,1,192
75,1,9619,1,76,5,5,1,304
94,2,143,0,56,10,5,1,891
91,1,6801,1,69,8,3,1,1164
73,3,9631,1,75,7,5,1,1145
97,0,1776,0,42,12,2,1,1023
4,1,6347,1,69,13,0,0,795
40,3,8043,0,79,15,1,1,727
33,5,8610,1,53,14,4,1,781
18,5,7833,1,44,7,1,1,1230
23,2,8935,1,40,11,1,1,278
51,4,4693,1,45,8,1,1,684
89,2,9347,0,87,14,0,0,401
49,0,8927,1,83,11,4,1,1058
19,2,8841,0,77,12,0,0,1225
94,4,8025,0,67,11,4,1,621
29,3,5822,0,70,7,2,1,909
59,4,3471,1,60,6,5,1,885
45,4,7741,1,47,14,2,1,287
19,2,2040,1,52,6,4,1,761
5,1,8076,1,67,12,1,1,1098
75,2,3287,1,66,9,5,1,400
8,5,3847,1,60,7,2,1,844
50,4,6147,1,57,6,3,1,497
62,0,5175,1,43,8,3,1,0
25,3,4871,0,80,9,5,1,701
92,5,9989,0,34,14,4,1,341
80,4,9704,1,67,13,5,1,1143
15,4,5066,0,60,9,1,1,745
3,3,1075,1,91,7,5,1,789
7,2,5254,0,66,11,4,1,1020
49,1,1404,1,38,12,1,1,469
49,1,1139,1,56,10,2,1,284
39,2,9867,1,43,11,3,1,1192
28,5,5863,0,34,12,4,1,1056
20,3,6145,1,81,13,0,0,81
30,2,8097,0,92,13,5,1,920
62,1,1210,1,69,10,1,1,287
37,0,5901,0,93,8,4,1,760
65,2,1231,0,80,7,2,1,687
83,0,8964,1,59,10,0,0,215
8,5,6655,0,68,11,3,1,1011
28,3,8198,0,50,8,2,1,921
58,3,6301,1,72,7,5,1,613
81,3,6188,1,72,7,0,0,963
50,3,9009,0,76,10,5,1,197
32,2,8302,1,79,7,5,1,141
92,5,4074,1,53,6,3,1,1106
10,3,1740,0,55,9,4,1,475
22,5,8152,0,80,6,3,1,1038
66,0,6147,0,34,6,1,1,1245
44,4,2698,1,71,9,5,1,1079
6,3,3398,0,59,14,5,1,319
90,5,7287,0,40,10,3,1,876
89,3,9474,0,52,7,0,0,1083
28,4,7214,0,60,8,3,1,326
33,1,6313,1,47,12,1,1,511
70,2,2497,0,37,10,1,1,174
21,1,804,1,79,11,0,0,1065
71,3,5516,1,53,12,5,1,382
23,0,4884,0,59,7,3,1,79
84,4,8551,1,77,7,3,1,433
37,3,9256,0,72,10,5,1,297
68,1,5532,1,60,13,5,1,473
1,3,3763,0,55,8,5,1,444
80,0,5960,0,61,13,2,1,714
86,2,5845,1,66,17,4,1,757
35,3,2199,0,73,9,4,1,480
45,1,5095,1,69,11,3,1,264
84,5,7961,1,82,8,1,1,282
76,3,6668,1,41,6,2,1,172
76,2,2493,0,47,11,2,1,1021
23,3,4589,1,36,11,5,1,860
10,3,2510,0,52,11,4,1,1124
89,5,5716,1,54,9,0,0,308
71,2,1500,1,60,10,0,0,473
72,1,4128,0,67,12,5,1,606
18,0,1295,1,46,12,4,1,343
85,5,3190,1,40,12,4,1,260
38,4,6792,1,79,9,2,1,853
5,0,1289,1,45,6,4,1,792
58,3,4815,1,44,10,2,1,33
60,5,2582,1,85,6,3,1,1053
16,4,3298,1,60,6,0,0,623
91,2,1797,0,94,13,3,1,423
7,3,7567,0,92,5,3,1,494
7,3,6175,1,58,14,1,1,897
71,5,6413,0,74,7,2,1,232
2,5,8095,0,85,12,5,1,288
12,5,9606,0,43,9,0,0,700
67,4,5106,1,99,8,4,1,607
83,2,8707,1,82,6,2,1,686
59,3,7202,1,56,6,2,1,541
85,0,3256,1,70,10,2,1,910
22,2,5558,0,77,15,3,1,544
65,2,1801,1,41,8,3,1,773
93,5,1711,1,87,7,4,1,762
77,3,1146,0,81,6,3,1,200
38,1,2072,0,57,8,5,1,301
13,3,7906,0,67,10,0,0,433
85,5,6975,1,36,11,1,1,907
82,0,5061,0,72,7,3,1,751
25,4,8130,0,61,11,0,0,733
80,5,1775,1,73,7,3,1,1043
84,1,221,1,69,12,2,1,640
33,0,6917,1,38,8,0,0,85
27,3,4408,0,57,11,5,1,1139
2,5,7538,1,44,11,5,1,42
24,3,2505,0,70,14,3,1,554
60,4,4625,1,96,11,1,1,663
96,1,2554,0,64,6,3,1,381
58,0,3816,1,86,13,1,1,290
79,1,1759,1,79,7,4,1,1225
85,4,4165,1,64,14,0,0,758
42,5,5892,0,75,15,2,1,830
41,2,5165,0,54,12,3,1,1101
97,3,5219,0,104,10,5,1,125
88,4,4060,1,45,12,3,1,533
73,0,5975,0,38,7,4,1,581
40,0,2088,1,63,6,2,1,1047
83,4,9518,0,36,11,0,0,153
15,4,8447,0,75,12,0,0,1036
75,0,8138,0,40,8,3,1,34
44,0,3478,0,43,6,0,0,622
55,5,9299,0,74,5,4,1,443
94,5,3582,0,88,9,5,1,861
65,4,5492,1,43,11,2,1,397
76,4,256,0,95,9,5,1,787
68,3,4845,0,37,14,1,1,526
40,5,3923,0,80,11,4,1,114
29,0,2021,1,44,9,3,1,323
99,0,8017,1,64,13,1,1,837
79,1,4744,0,73,11,4,1,28
21,1,9068,0,51,4,4,1,1082
37,4,8116,1,77,10,3,1,763
30,4,9904,0,44,12,5,1,772
58,3,2097,1,87,9,1,1,43
100,3,6766,0,47,6,2,1,1053
75,1,1513,0,39,7,5,1,768
65,3,652,0,43,12,1,1,971
51,2,2376,0,64,10,5,1,606
75,5,776,1,88,11,3,1,588
82,4,2962,1,82,9,3,1,593
28,2,904,0,89,7,0,0,444
44,1,2723,0,62,6,2,1,199
20,1,1434,0,76,12,0,0,543
90,3,6308,1,74,15,3,1,62
55,4,1388,0,77,7,5,1,149
49,3,7630,1,71,9,0,0,177
64,5,4180,1,104,11,5,1,148
84,3,9211,1,52,14,1,1,610
95,4,9359,1,38,13,5,1,1242
16,3,1377,0,71,16,0,0,40
52,5,4911,1,52,6,2,1,977
68,2,5016,1,86,5,5,1,390
84,0,6977,0,69,10,2,1,637
55,3,9180,0,86,7,1,1,299
50,2,7334,0,67,8,0,0,634
91,4,7258,0,54,17,3,1,691
25,1,7061,0,68,9,3,1,1206
11,4,9750,0,75,10,0,0,976
60,3,6451,1,56,5,4,1,842
27,4,4088,0,72,16,5,1,379
18,0,6110,0,86,6,5,1,559
85,3,458,1,61,7,5,1,393
38,2,5538,1,71,16,1,1,1077
23,2,107,0,61,11,5,1,260
53,4,7804,0,93,12,5,1,538
47,4,993,1,52,15,3,1,276
81,1,4178,0,77,12,3,1,1199
73,5,577,0,92,12,5,1,338
92,4,9997,1,70,8,2,1,135
20,2,8963,1,99,8,5,1,830
94,1,8642,0,52,14,4,1,458
17,1,7176,0,65,15,5,1,283
84,5,1318,0,38,7,5,1,175
18,3,2144,0,64,10,4,1,1025
63,0,5650,0,56,11,4,1,539
78,2,5815,1,41,11,1,1,547
82,3,3384,1,78,9,4,1,1099
81,0,1489,1,43,11,1,1,162
2,2,5623,1,72,12,4,1,852
7,0,6232,0,46,6,4,1,1031
54,3,5398,1,50,7,5,1,515
37,5,1971,0,76,9,3,1,362
76,1,4870,0,54,15,4,1,99
45,0,1195,0,60,6,0,0,715
100,4,8630,0,40,13,0,0,322
41,2,5728,1,72,5,1,1,1170
36,2,6551,1,56,10,0,0,608
48,4,3223,1,58,7,0,0,628
92,4,9660,1,91,8,5,1,217
94,3,1384,1,40,6,4,1,1001
64,4,675,0,70,12,1,1,1114
85,3,2058,0,47,6,0,0,173
60,3,1666,0,63,10,3,1,762
61,1,455,0,81,6,5,1,243
79,4,9796,0,76,6,0,0,7
54,0,5729,1,61,7,1,1,396
19,4,4042,1,71,13,0,0,182
55,0,4784,1,87,9,3,1,170
0,0,4066,1,69,11,4,1,1232
43,4,9278,1,56,15,0,0,312
8,4,2477,1,83,9,4,1,279
94,4,7735,1,86,10,5,1,940
75,5,9902,1,57,7,1,1,605
4,1,7555,1,43,9,0,0,515
84,2,3404,0,81,12,4,1,636
100,0,2199,0,63,7,4,1,1157
46,5,1750,1,85,7,3,1,776
11,5,2688,1,63,13,2,1,898
99,0,6718,1,72,6,4,1,1202
36,4,819,0,59,7,5,1,465
43,0,9728,1,75,6,1,1,870
84,4,8757,1,82,8,0,0,1017
21,1,7578,0,46,7,1,1,415
30,1,3746,0,36,12,3,1,716
79,0,6189,0,64,8,3,1,1207
20,3,4406,1,72,8,4,1,976
77,1,3211,1,86,9,3,1,1072
45,1,4314,0,42,7,2,1,32
94,1,6321,1,56,10,4,1,724
63,2,6452,1,86,13,0,0,117
0,2,1092,0,64,7,2,1,567
72,5,9952,1,61,12,1,1,940
82,1,9529,1,70,10,0,0,138
100,5,2938,0,52,8,3,1,589
23,4,879,1,53,8,4,1,671
9,5,7784,1,76,9,1,1,745
36,0,2385,0,40,9,5,1,403
35,0,8180,0,39,15,4,1,922
82,1,7272,1,61,8,4,1,673
81,5,2438,0,82,9,3,1,193
72,5,1481,1,66,7,2,1,544
34,2,5265,0,51,5,3,1,1013
64,3,748,0,47,10,5,1,992
59,4,3852,0,43,6,4,1,545
18,3,6338,0,81,7,0,0,767
46,2,425,1,52,7,3,1,478
11,2,6766,1,77,5,0,0,568
99,0,5590,0,49,14,3,1,1241
65,0,9180,0,37,14,3,1,993
100,1,3625,1,46,9,5,1,451
44,0,8399,1,47,13,4,1,898
21,3,3213,1,69,12,4,1,88
34,1,3446,1,57,6,1,1,1133
98,4,5365,0,92,11,1,1,170
63,1,9719,1,75,12,0,0,473
41,2,9531,1,36,12,0,0,629
89,0,1621,1,63,13,3,1,53
38,1,8275,1,47,12,4,1,989
12,1,8780,0,55,6,4,1,807
72,2,3670,0,55,11,0,0,785
54,0,7679,0,75,15,0,0,712
72,0,7742,0,55,14,5,1,278
73,4,8887,1,62,10,1,1,1042
15,1,446,0,76,10,1,1,639
48,4,5636,0,70,11,5,1,470
74,4,3351,0,46,7,4,1,561
63,1,6215,0,43,7,1,1,712
33,4,7706,1,35,13,2,1,394
36,2,8616,1,39,8,0,0,1215
65,2,1096,1,82,11,4,1,724
46,1,2601,1,85,8,1,1,803
98,4,5715,1,72,8,0,0,673
12,2,9160,1,38,10,2,1,806
84,0,3325,0,76,11,2,1,1192
24,0,7032,1,33,10,5,1,749
87,0,6244,1,51,6,2,1,1052
37,4,9380,1,54,11,0,0,615
44,0,9724,1,44,12,0,0,646
32,0,8450,0,76,13,2,1,1068
19,2,8349,1,77,14,3,1,605
32,3,7110,1,83,6,3,1,1187
82,1,6216,1,86,9,0,0,1230
66,3,8282,0,91,7,1,1,159
1,2,1343,0,51,10,5,1,440
1,1,254,0,50,7,2,1,728
59,1,2824,1,35,7,1,1,561
32,2,8490,0,43,10,5,1,382
39,1,6604,0,91,11,1,1,709
4,5,3818,1,56,12,4,1,414
87,1,1818,1,56,9,0,0,41
53,0,1945,0,40,8,0,0,1105
82,4,1091,1,86,12,1,1,1142
21,4,5107,0,71,8,4,1,50
11,4,7120,1,45,6,2,1,1102
66,1,7638,0,75,14,3,1,139
97,2,599,1,41,14,4,1,841
47,1,8540,0,84,13,1,1,985
42,1,8521,1,72,14,4,1,1079
64,0,1880,0,51,12,4,1,554
15,3,915,0,27,8,0,0,361
73,1,2661,1,81,12,0,0,130
0,2,4974,1,88,8,2,1,678
41,3,5612,1,92,6,5,1,375
46,5,2823,1,70,13,5,1,1057
46,1,6914,1,38,8,2,1,1171
19,0,7620,1,54,11,0,0,147
36,5,7003,0,71,6,1,1,42
39,2,122,0,56,11,1,1,877
72,5,7691,1,50,12,5,1,833
15,1,2297,1,39,9,4,1,751
71,2,3257,0,64,11,2,1,298
94,0,9850,1,65,9,4,1,22
19,4,5954,1,76,11,0,0,605
2,2,7940,0,82,6,2,1,60
44,5,3004,1,34,9,1,1,916
56,2,8800,0,64,9,5,1,551
15,1,6280,1,52,8,5,1,922
22,2,5719,0,76,9,5,1,851
12,4,2370,1,33,13,3,1,394
94,2,9035,1,88,8,0,0,805
99,1,3815,1,53,6,1,1,652
76,2,2381,0,34,14,4,1,799
46,2,2997,1,84,12,1,1,280
60,4,977,0,60,10,3,1,688
22,3,4606,0,52,9,0,0,1240
72,2,767,0,47,12,0,0,610
74,3,5517,0,42,7,5,1,967
14,2,1041,1,30,8,5,1,129
57,4,7987,0,35,15,1,1,39
22,4,5330,0,44,8,4,1,38
31,5,8178,1,78,7,0,0,941
13,3,5790,0,82,15,2,1,51
37,2,7345,1,74,6,3,1,214
57,1,7922,0,80,14,1,1,435
34,2,843,0,51,6,0,0,498
83,5,1075,1,71,6,4,1,420
73,0,5436,1,38,6,3,1,250
83,2,369,0,94,10,2,1,203
64,3,5029,1,93,7,4,1,642
35,4,1935,0,74,8,2,1,382
3,5,5989,1,63,7,5,1,1090
96,1,6252,1,54,5,4,1,1127
38,5,3765,0,63,9,4,1,60
45,4,7742,1,66,10,5,1,584
50,4,7817,1,67,6,1,1,346
11,1,7713,1,73,9,2,1,678
69,1,4536,0,63,9,1,1,1225
0,0,9111,0,75,11,0,0,982
9,0,2689,1,44,5,5,1,356
96,5,2882,0,63,14,1,1,999
65,2,1713,0,64,13,0,0,250
76,4,4371,1,84,10,2,1,480
85,4,9176,1,66,13,3,1,684
70,1,2003,0,58,11,3,1,28
43,4,8245,1,62,14,3,1,458
26,2,9525,1,68,12,4,1,620
49,0,6706,1,61,7,3,1,658
89,4,232,1,67,11,5,1,532
3,0,7824,1,74,12,5,1,716
24,2,9461,1,45,9,3,1,52
30,0,3249,0,70,16,5,1,473
96,4,3233,0,47,7,0,0,1035
7,4,7080,0,85,10,5,1,425
20,3,5252,0,60,8,2,1,491
39,0,2283,0,70,10,2,1,33
17,1,9443,1,51,13,2,1,1145
56,0,3412,0,44,12,5,1,590
29,5,2144,1,87,11,3,1,1047
43,1,5045,1,61,11,3,1,821
14,3,5808,0,73,7,0,0,504
42,1,7313,1,44,10,4,1,18
40,5,9677,0,54,10,1,1,324
22,3,8953,1,70,8,3,1,1075
18,5,7546,0,33,13,5,1,0
90,2,8808,1,71,14,4,1,369
30,3,5503,0,78,9,3,1,674
79,3,7474,0,54,10,4,1,963
70,5,4170,0,48,13,2,1,936
49,0,3173,1,38,6,2,1,269
54,3,1473,0,34,8,0,0,73
98,2,7760,0,56,18,3,1,552
60,1,8372,0,64,10,1,1,385
44,4,6181,0,85,8,1,1,1052
45,0,2008,0,62,11,5,1,193
42,4,3510,0,80,13,3,1,633
24,3,497,1,58,12,3,1,932
64,4,2234,1,112,13,4,1,1013
20,5,461,0,65,8,1,1,393
39,3,8211,1,53,10,3,1,9
59,2,3685,1,56,15,5,1,1220
42,1,6950,0,77,7,3,1,477
71,1,1348,1,65,13,3,1,279
42,0,2745,0,54,7,0,0,264
62,4,1884,0,66,13,2,1,269
100,2,3236,0,54,8,4,1,402
62,1,3972,0,49,12,0,0,1119
97,2,3787,0,78,13,4,1,425
49,1,165,0,70,8,5,1,215
88,0,4754,0,43,10,4,1,1078
25,0,5052,1,93,8,5,1,1196
41,1,6877,0,87,19,4,1,1056
1,1,8969,0,57,10,5,1,497
98,1,7193,0,82,7,0,0,225
67,5,5958,0,67,8,4,1,1119
80,1,7501,1,63,7,4,1,181
30,1,5234,1,84,9,1,1,1209
36,0,7186,1,71,8,1,1,195
51,4,7635,1,68,10,3,1,186
5,4,4829,0,90,12,5,1,597
35,1,4752,0,82,12,1,1,8
76,4,7481,1,82,10,3,1,1221
1,2,7709,1,37,7,0,0,525
93,5,7293,0,73,10,1,1,497
4,4,3325,0,84,9,5,1,1094
46,0,7719,0,63,4,2,1,84
79,0,6390,0,80,10,0,0,387
6,1,7735,0,89,7,5,1,1140
67,2,605,1,69,7,2,1,542
42,5,1403,1,47,13,0,0,626
53,0,4911,1,74,8,4,1,615
39,4,9831,0,62,11,4,1,1144
36,4,8038,1,73,11,2,1,1113
51,3,1972,1,34,12,1,1,234
75,3,6917,1,66,8,5,1,1048
4,5,6328,0,78,9,0,0,676
81,2,519,0,67,8,3,1,212
89,0,8663,1,36,8,2,1,838
74,0,4080,0,86,10,4,1,998
83,1,5135,1,79,13,3,1,620
16,3,6508,0,83,10,3,1,0
31,2,1862,0,44,11,1,1,702
90,4,1590,1,87,12,1,1,92
71,4,255,0,94,14,2,1,495
8,0,8679,1,65,7,2,1,1165
71,5,4286,0,66,11,4,1,831
30,2,7168,0,58,6,3,1,125
89,0,9983,0,72,12,5,1,214
17,3,780,1,49,6,0,0,490
44,3,2035,1,72,8,5,1,393
26,1,5408,1,58,7,3,1,459
54,3,6531,0,92,9,0,0,1191
10,0,6125,1,63,5,4,1,663
20,0,8787,1,35,10,4,1,685
88,2,9345,1,64,6,0,0,610
60,0,3048,0,52,10,4,1,790
99,4,3740,0,52,12,2,1,615
38,4,3396,0,84,13,5,1,105
62,5,4422,0,38,13,0,0,560
25,1,1488,0,51,10,3,1,1114
29,4,6685,1,46,12,0,0,1082
61,1,9577,1,63,14,1,1,172
8,5,1612,0,77,13,5,1,829
65,1,7978,0,78,6,0,0,1005
44,2,1808,0,54,11,1,1,42
41,0,9503,0,67,10,4,1,387
5,1,2142,1,85,15,5,1,818
64,0,8527,1,33,7,4,1,435
47,5,7852,0,39,12,4,1,706
50,0,5881,0,63,11,1,1,83
64,4,4258,0,73,8,2,1,679
9,3,5875,0,70,10,5,1,440
30,3,878,1,60,8,0,0,43
60,0,2653,1,73,13,5,1,931
55,3,5731,0,55,14,3,1,125
78,4,9936,1,51,14,2,1,69
29,2,6402,1,52,11,3,1,396
43,0,7932,1,42,10,3,1,223
95,0,7438,1,38,15,4,1,5
41,2,962,1,44,11,3,1,1147
21,2,1485,1,81,8,4,1,850
19,2,4508,1,79,10,0,0,51
8,4,3094,1,62,13,5,1,176
51,2,6139,1,66,15,1,1,565
8,3,1267,0,63,13,3,1,784
57,5,6664,0,50,6,2,1,263
40,4,154,1,65,9,5,1,316
1,0,7206,0,98,10,1,1,1075
89,5,871,0,93,7,1,1,444
54,0,4581,0,74,7,2,1,353
60,5,6555,1,84,14,1,1,211
11,2,6784,1,53,15,1,1,681
30,5,2599,1,45,8,5,1,868
48,2,4494,0,36,9,3,1,717
94,2,6885,0,56,7,0,0,266
99,1,1302,0,95,14,4,1,864
77,5,8719,0,77,8,3,1,288
64,0,7226,0,65,9,4,1,1056
7,2,3049,0,50,11,3,1,435
65,3,6268,1,52,6,0,0,564
28,5,9295,1,72,14,0,0,421
56,0,342,0,53,13,3,1,1007
53,1,421,0,77,14,4,1,28
94,0,3399,0,77,18,4,1,674
67,5,9887,1,75,8,4,1,658
99,1,9806,1,100,17,3,1,716
69,2,6422,1,35,13,2,1,449
92,5,7605,1,62,8,4,1,694
8,4,2672,0,49,9,2,1,792
54,0,180,0,58,12,1,1,26
9,4,6920,1,82,6,2,1,75
54,5,7796,0,96,12,1,1,693
6,4,5756,0,61,6,2,1,96
23,0,3296,0,86,11,4,1,286
31,4,7429,1,77,6,5,1,886
66,0,2277,0,39,14,1,1,329
16,4,8476,0,93,15,3,1,555
100,3,6238,0,61,9,0,0,806
14,3,1613,0,79,8,5,1,52
64,0,103,0,41,6,3,1,665
97,5,4495,0,35,7,1,1,767
82,0,6487,1,77,16,1,1,208
21,3,8225,1,72,12,5,1,788
13,5,9044,0,62,15,2,1,232
99,1,1228,0,94,10,3,1,265
74,0,9567,1,43,4,4,1,640
32,5,7656,0,57,6,5,1,1033
22,4,1353,0,61,10,3,1,979
46,4,9974,1,61,7,4,1,581
71,1,2622,1,81,5,4,1,445
67,5,7232,0,40,9,5,1,812
7,1,3810,1,67,6,0,0,648
90,0,4174,1,65,13,0,0,920
49,4,7649,0,50,12,5,1,269
92,1,3331,0,77,9,4,1,47
69,1,3285,0,70,8,3,1,921
77,4,6148,1,85,10,1,1,101
61,5,9324,0,57,7,4,1,584
67,5,9854,1,56,6,2,1,453
19,5,4738,0,68,5,5,1,726
29,1,144,1,64,9,0,0,1177
23,0,6476,0,57,5,5,1,1114
5,2,1453,0,38,11,5,1,958
75,3,8859,1,90,9,1,1,3
56,2,283,0,56,5,2,1,927
24,5,1335,0,76,13,5,1,632
18,3,8806,0,72,8,2,1,800
29,3,8676,1,71,13,3,1,483
100,0,765,1,79,16,5,1,464
95,3,5892,0,105,7,1,1,75
42,5,2562,0,39,9,2,1,6
61,4,4882,1,47,7,2,1,365
53,3,9435,0,69,15,4,1,573
27,0,7947,1,79,13,2,1,448
15,4,6195,0,45,5,1,1,261
14,3,6592,1,55,6,5,1,722
19,0,3982,0,88,6,5,1,1174
24,4,9168,1,77,7,1,1,571
52,1,1526,0,55,12,4,1,861
80,5,9792,0,99,6,5,1,956
97,3,4150,1,66,5,4,1,783
81,5,115,0,73,11,3,1,595
71,5,406,1,67,13,3,1,420
89,0,6369,0,75,10,3,1,933
2,4,4818,0,74,7,0,0,926
36,0,3524,1,63,8,4,1,1014
74,2,3633,1,68,13,5,1,571
56,3,3248,0,51,13,2,1,969
27,5,5392,1,88,14,0,0,110
60,4,9429,0,60,9,2,1,1139
51,4,4895,1,63,11,5,1,398
48,4,5788,0,40,5,3,1,723
66,5,1223,0,79,10,1,1,897
63,3,8647,0,75,9,5,1,1025
94,1,5025,1,40,6,5,1,264
40,4,742,0,66,10,3,1,216
22,4,8046,1,76,11,0,0,1093
68,3,9280,1,74,11,2,1,341
59,1,4210,1,67,12,1,1,752
5,2,5092,1,67,13,4,1,727
13,2,2564,1,85,7,3,1,834
49,5,2652,0,55,10,1,1,293
67,4,6442,0,69,11,3,1,553
24,4,61,0,40,10,1,1,824
0,5,4990,1,46,8,4,1,1148
69,0,6351,1,51,7,5,1,731
93,1,3551,0,38,8,3,1,1221
77,5,3875,0,37,8,1,1,1125
99,5,1853,0,34,6,4,1,367
26,1,199,0,67,16,4,1,249
9,0,9628,1,68,11,5,1,1168
59,5,2747,1,57,7,5,1,919
26,0,7212,0,47,8,4,1,14
33,5,4167,1,41,11,5,1,1068
35,4,5004,1,61,12,0,0,548
84,0,6382,0,47,7,1,1,42
93,3,8272,0,66,11,4,1,87
82,1,5365,1,46,8,5,1,42
94,5,5168,0,57,14,2,1,998
75,2,2156,0,76,8,5,1,473
62,4,7907,0,66,11,2,1,281
1,0,4817,1,40,12,1,1,875
74,4,6713,0,51,6,4,1,962
12,2,9020,0,74,12,3,1,744
49,5,9514,1,74,14,5,1,777
93,5,8787,1,86,12,0,0,630
92,5,770,0,49,12,1,1,842
99,4,7814,1,84,7,1,1,1229
39,1,5335,0,45,14,1,1,829
32,5,924,1,56,8,0,0,930
69,0,2865,0,58,12,3,1,962
67,3,330,1,48,8,5,1,1052
22,3,4098,1,75,7,0,0,817
28,0,9828,0,71,9,4,1,684
58,2,3196,1,64,10,0,0,1063
65,4,5844,1,36,9,0,0,16
2,3,6976,0,84,9,3,1,90
9,4,8609,1,62,10,0,0,318
55,0,6046,0,31,7,0,0,915
94,3,717,0,96,10,4,1,1021
90,0,3411,1,42,8,5,1,346
20,2,4077,0,85,13,0,0,880
15,4,6265,0,52,6,2,1,1216
72,3,4513,1,47,7,4,1,662
33,2,5958,0,58,12,4,1,687
97,1,7097,1,42,6,2,1,429
89,0,7876,1,61,7,1,1,244
94,4,4926,1,87,11,1,1,866
65,1,8353,1,52,9,4,1,203
51,1,2751,1,75,7,5,1,523
59,4,4555,1,82,6,4,1,899
59,5,4813,0,84,6,0,0,355
58,2,3266,0,83,8,3,1,818
2,4,7159,0,48,8,5,1,827
10,1,294,1,44,11,4,1,1165
12,0,5846,0,90,13,3,1,199
41,1,273,1,43,8,5,1,443
75,5,5075,1,34,7,1,1,1192
71,5,9222,1,38,8,4,1,844
11,2,9825,0,67,6,2,1,145
44,4,4825,1,88,6,3,1,369
44,5,8435,1,51,11,2,1,902
38,5,4668,1,75,11,4,1,143
76,5,5927,1,60,9,3,1,869
39,0,6663,1,85,7,4,1,166
33,3,970,0,57,7,4,1,323
58,4,8749,0,40,14,0,0,1163
17,5,8411,0,65,6,2,1,1098
98,1,5493,0,77,6,5,1,740
46,3,7324,0,60,10,3,1,855
87,0,9809,0,70,9,2,1,202
2,0,5013,1,64,12,4,1,128
100,2,6547,0,83,8,0,0,595
58,0,6330,0,54,13,1,1,1205
100,4,6278,1,46,9,4,1,434
98,3,6200,0,70,8,2,1,978
10,1,5210,0,48,14,1,1,30
65,4,7354,1,77,8,4,1,167
78,5,5482,0,87,6,1,1,1045
59,4,1808,1,40,11,1,1,387
88,3,2985,1,44,10,0,0,1131
80,4,9197,1,68,11,1,1,378
52,0,3633,0,56,9,0,0,57
33,3,4986,1,59,13,3,1,1030
20,5,8385,1,56,9,3,1,475
98,4,6641,1,41,10,3,1,430
55,3,4696,1,74,9,3,1,991
74,1,2188,1,76,7,1,1,795
50,2,4929,1,76,12,4,1,133
44,5,4538,0,53,7,4,1,667
43,4,5990,1,79,6,0,0,116
25,1,4088,1,60,12,0,0,991
35,4,3174,0,64,8,2,1,202
23,5,7751,0,49,15,3,1,123
47,3,3470,1,89,6,2,1,681
67,5,797,1,60,9,5,1,353
20,1,9869,1,84,10,2,1,638
67,5,8220,0,61,12,4,1,490
67,4,4786,0,67,7,3,1,1245
12,2,8999,1,87,9,1,1,830
40,1,1587,1,79,7,1,1,436
19,2,6572,1,69,12,1,1,694
72,5,3623,1,83,9,1,1,664
81,2,1115,0,46,8,4,1,1071
57,0,7720,1,54,11,5,1,541
